"File_180514_164354_black_pvcliner_Gd_soak2 - RawData"
"Wavelength nm.","Abs."
329.00,0.003
330.00,0.003
331.00,0.003
332.00,0.003
333.00,0.003
334.00,0.003
335.00,0.003
336.00,0.003
337.00,0.003
338.00,0.003
339.00,0.003
340.00,0.003
341.00,0.003
342.00,0.003
343.00,0.002
344.00,0.003
345.00,0.003
346.00,0.003
347.00,0.003
348.00,0.002
349.00,0.002
350.00,0.002
351.00,0.002
352.00,0.002
353.00,0.002
354.00,0.002
355.00,0.002
356.00,0.003
357.00,0.002
358.00,0.002
359.00,0.002
360.00,0.002
361.00,0.002
362.00,0.002
363.00,0.002
364.00,0.001
365.00,0.002
366.00,0.002
367.00,0.002
368.00,0.002
369.00,0.002
370.00,0.001
371.00,0.002
372.00,0.002
373.00,0.002
374.00,0.002
375.00,0.001
376.00,0.001
377.00,0.001
378.00,0.001
379.00,0.001
380.00,0.001
381.00,0.001
382.00,0.001
383.00,0.001
384.00,0.001
385.00,0.001
386.00,0.001
387.00,0.001
388.00,0.001
389.00,0.001
390.00,0.001
391.00,0.001
392.00,0.001
393.00,0.001
394.00,0.001
395.00,0.001
396.00,0.001
397.00,0.001
398.00,0.001
399.00,0.001
400.00,0.001
401.00,0.001
402.00,0.001
403.00,0.001
404.00,0.001
405.00,0.001
406.00,0.001
407.00,0.001
408.00,0.001
409.00,0.001
410.00,0.001
411.00,0.001
412.00,0.001
413.00,0.001
414.00,0.001
415.00,0.001
416.00,0.001
417.00,0.001
418.00,0.000
419.00,0.001
420.00,0.000
421.00,0.000
422.00,0.000
423.00,0.000
424.00,0.000
425.00,0.000
426.00,0.000
427.00,0.000
428.00,0.000
429.00,0.000
430.00,0.000
431.00,0.000
432.00,0.000
433.00,0.000
434.00,0.000
435.00,0.000
436.00,0.000
437.00,0.000
438.00,0.000
439.00,0.000
440.00,0.000
441.00,0.000
442.00,0.000
443.00,0.000
444.00,0.000
445.00,0.000
446.00,0.000
447.00,0.000
448.00,-0.000
449.00,-0.000
450.00,-0.000
451.00,0.000
452.00,-0.000
453.00,0.000
454.00,-0.000
455.00,-0.000
456.00,0.000
457.00,-0.000
458.00,-0.000
459.00,-0.000
460.00,-0.000
461.00,-0.000
462.00,-0.000
463.00,-0.000
464.00,-0.000
465.00,-0.000
466.00,0.000
467.00,-0.000
468.00,-0.000
469.00,-0.000
470.00,-0.000
471.00,-0.000
472.00,-0.000
473.00,-0.000
474.00,-0.000
475.00,-0.000
476.00,-0.000
477.00,-0.000
478.00,-0.000
479.00,-0.000
480.00,-0.000
481.00,-0.000
482.00,-0.000
483.00,-0.000
484.00,-0.000
485.00,-0.000
486.00,-0.000
487.00,-0.000
488.00,-0.000
489.00,-0.000
490.00,-0.000
491.00,-0.000
492.00,-0.000
493.00,-0.001
494.00,-0.001
495.00,-0.000
496.00,-0.000
497.00,-0.000
498.00,-0.001
499.00,-0.001
500.00,-0.001
501.00,-0.001
502.00,-0.001
503.00,-0.001
504.00,-0.001
505.00,-0.001
506.00,-0.001
507.00,-0.001
508.00,-0.001
509.00,-0.001
510.00,-0.001
511.00,-0.001
512.00,-0.001
513.00,-0.001
514.00,-0.001
515.00,-0.001
516.00,-0.001
517.00,-0.001
518.00,-0.001
519.00,-0.001
520.00,-0.001
521.00,-0.001
522.00,-0.001
523.00,-0.001
524.00,-0.001
525.00,-0.001
526.00,-0.001
527.00,-0.001
528.00,-0.001
529.00,-0.001
530.00,-0.001
531.00,-0.001
532.00,-0.001
533.00,-0.001
534.00,-0.001
535.00,-0.001
536.00,-0.001
537.00,-0.001
538.00,-0.001
539.00,-0.001
540.00,-0.001
541.00,-0.001
542.00,-0.001
543.00,-0.001
544.00,-0.001
545.00,-0.001
546.00,-0.001
547.00,-0.001
548.00,-0.001
549.00,-0.001
550.00,-0.001
551.00,-0.001
552.00,-0.001
553.00,-0.001
554.00,-0.001
555.00,-0.001
556.00,-0.001
557.00,-0.001
558.00,-0.001
559.00,-0.001
560.00,-0.001
561.00,-0.001
562.00,-0.001
563.00,-0.001
564.00,-0.001
565.00,-0.001
566.00,-0.001
567.00,-0.001
568.00,-0.001
569.00,-0.001
570.00,-0.001
571.00,-0.001
572.00,-0.001
573.00,-0.002
574.00,-0.002
575.00,-0.002
576.00,-0.002
577.00,-0.002
578.00,-0.002
579.00,-0.002
580.00,-0.002
581.00,-0.002
582.00,-0.002
583.00,-0.002
584.00,-0.002
585.00,-0.002
586.00,-0.002
587.00,-0.002
588.00,-0.002
589.00,-0.002
590.00,-0.002
591.00,-0.002
592.00,-0.002
593.00,-0.002
594.00,-0.002
595.00,-0.002
596.00,-0.002
597.00,-0.002
598.00,-0.002
599.00,-0.002
600.00,-0.002
601.00,-0.002
602.00,-0.002
603.00,-0.002
604.00,-0.002
605.00,-0.002
606.00,-0.002
607.00,-0.002
608.00,-0.002
609.00,-0.002
610.00,-0.002
611.00,-0.002
612.00,-0.002
613.00,-0.002
614.00,-0.002
615.00,-0.002
616.00,-0.002
617.00,-0.002
618.00,-0.002
619.00,-0.002
620.00,-0.002
621.00,-0.002
622.00,-0.002
623.00,-0.002
624.00,-0.002
625.00,-0.002
626.00,-0.002
627.00,-0.002
628.00,-0.002
629.00,-0.002
630.00,-0.002
631.00,-0.002
632.00,-0.002
633.00,-0.002
634.00,-0.002
635.00,-0.002
636.00,-0.002
637.00,-0.002
638.00,-0.002
639.00,-0.002
640.00,-0.002
641.00,-0.002
642.00,-0.002
643.00,-0.002
644.00,-0.002
645.00,-0.002
646.00,-0.002
647.00,-0.002
648.00,-0.002
649.00,-0.002
650.00,-0.002
651.00,-0.002
652.00,-0.002
653.00,-0.002
654.00,-0.002
655.00,-0.002
656.00,-0.003
657.00,-0.003
658.00,-0.003
659.00,-0.003
660.00,-0.003
661.00,-0.003
662.00,-0.003
663.00,-0.003
664.00,-0.003
665.00,-0.003
666.00,-0.003
667.00,-0.003
668.00,-0.003
669.00,-0.003
670.00,-0.003
671.00,-0.003
672.00,-0.003
673.00,-0.003
674.00,-0.003
675.00,-0.003
676.00,-0.003
677.00,-0.003
678.00,-0.003
679.00,-0.003
680.00,-0.003
681.00,-0.003
682.00,-0.003
683.00,-0.003
684.00,-0.003
685.00,-0.003
686.00,-0.003
687.00,-0.003
688.00,-0.003
689.00,-0.003
690.00,-0.003
691.00,-0.003
692.00,-0.003
693.00,-0.003
694.00,-0.003
695.00,-0.003
696.00,-0.003
697.00,-0.003
698.00,-0.003
699.00,-0.003
700.00,-0.003
701.00,-0.003
702.00,-0.003
703.00,-0.003
704.00,-0.003
705.00,-0.003
706.00,-0.003
707.00,-0.003
708.00,-0.003
709.00,-0.003
710.00,-0.003
711.00,-0.003
712.00,-0.003
713.00,-0.003
714.00,-0.003
715.00,-0.003
716.00,-0.003
717.00,-0.003
718.00,-0.003
719.00,-0.003
720.00,-0.003
721.00,-0.003
722.00,-0.003
723.00,-0.003
724.00,-0.003
725.00,-0.003
726.00,-0.003
727.00,-0.003
728.00,-0.003
729.00,-0.003
730.00,-0.003
731.00,-0.003
732.00,-0.003
733.00,-0.003
734.00,-0.003
735.00,-0.003
736.00,-0.003
737.00,-0.003
738.00,-0.003
739.00,-0.003
740.00,-0.003
741.00,-0.003
742.00,-0.003
743.00,-0.003
744.00,-0.003
745.00,-0.003
746.00,-0.003
747.00,-0.003
748.00,-0.003
749.00,-0.003
750.00,-0.003
751.00, 
752.00, 
753.00, 
754.00, 
755.00, 
756.00, 
757.00, 
758.00, 
759.00, 
760.00, 
761.00, 
762.00, 
763.00, 
764.00, 
765.00, 
766.00, 
767.00, 
768.00, 
769.00, 
770.00, 
771.00, 
772.00, 
773.00, 
774.00, 
775.00, 
776.00, 
777.00, 
778.00, 
779.00, 
780.00, 
781.00, 
782.00, 
783.00, 
784.00, 
785.00, 
786.00, 
787.00, 
788.00, 
789.00, 
790.00, 
791.00, 
792.00, 
793.00, 
794.00, 
795.00, 
796.00, 
797.00, 
798.00, 
799.00, 
800.00, 
801.00, 
802.00, 
803.00, 
804.00, 
805.00, 
806.00, 
807.00, 
808.00, 
809.00, 
810.00, 
811.00, 
812.00, 
813.00, 
814.00, 
815.00, 
816.00, 
817.00, 
818.00, 
819.00, 
820.00, 
821.00, 
822.00, 
823.00, 
824.00, 
825.00, 
826.00, 
827.00, 
828.00, 
829.00, 
830.00, 
831.00, 
832.00, 
833.00, 
834.00, 
835.00, 
836.00, 
837.00, 
838.00, 
839.00, 
840.00, 
841.00, 
842.00, 
843.00, 
844.00, 
845.00, 
846.00, 
847.00, 
848.00, 
849.00, 
850.00, 
851.00, 
852.00, 
853.00, 
854.00, 
855.00, 
856.00, 
857.00, 
858.00, 
859.00, 
860.00, 
861.00, 
862.00, 
863.00, 
864.00, 
865.00, 
866.00, 
867.00, 
868.00, 
869.00, 
870.00, 
871.00, 
872.00, 
873.00, 
874.00, 
875.00, 
876.00, 
877.00, 
878.00, 
879.00, 
880.00, 
881.00, 
882.00, 
883.00, 
884.00, 
885.00, 
886.00, 
887.00, 
888.00, 
889.00, 
890.00, 
891.00, 
892.00, 
893.00, 
894.00, 
895.00, 
896.00, 
897.00, 
898.00, 
899.00, 
900.00, 
901.00, 
902.00, 
903.00, 
904.00, 
905.00, 
906.00, 
907.00, 
908.00, 
909.00, 
910.00, 
911.00, 
912.00, 
913.00, 
914.00, 
915.00, 
916.00, 
917.00, 
918.00, 
919.00, 
920.00, 
921.00, 
922.00, 
923.00, 
924.00, 
925.00, 
926.00, 
927.00, 
928.00, 
929.00, 
930.00, 
931.00, 
932.00, 
933.00, 
934.00, 
935.00, 
936.00, 
937.00, 
938.00, 
939.00, 
940.00, 
941.00, 
942.00, 
943.00, 
944.00, 
945.00, 
946.00, 
947.00, 
948.00, 
949.00, 
950.00, 
951.00, 
952.00, 
953.00, 
954.00, 
955.00, 
956.00, 
957.00, 
958.00, 
959.00, 
960.00, 
961.00, 
962.00, 
963.00, 
964.00, 
965.00, 
966.00, 
967.00, 
968.00, 
969.00, 
970.00, 
971.00, 
972.00, 
973.00, 
974.00, 
975.00, 
976.00, 
977.00, 
978.00, 
979.00, 
980.00, 
981.00, 
982.00, 
983.00, 
984.00, 
985.00, 
986.00, 
987.00, 
988.00, 
989.00, 
990.00, 
991.00, 
992.00, 
993.00, 
994.00, 
995.00, 
996.00, 
997.00, 
998.00, 
999.00, 
1000.00, 
1001.00, 
1002.00, 
1003.00, 
1004.00, 
1005.00, 
1006.00, 
1007.00, 
1008.00, 
1009.00, 
1010.00, 
1011.00, 
1012.00, 
1013.00, 
1014.00, 
1015.00, 
1016.00, 
1017.00, 
1018.00, 
1019.00, 
1020.00, 
1021.00, 
1022.00, 
1023.00, 
1024.00, 
1025.00, 
1026.00, 
1027.00, 
1028.00, 
1029.00, 
1030.00, 
1031.00, 
1032.00, 
1033.00, 
1034.00, 
1035.00, 
1036.00, 
1037.00, 
1038.00, 
1039.00, 
1040.00, 
1041.00, 
1042.00, 
1043.00, 
1044.00, 
1045.00, 
1046.00, 
1047.00, 
1048.00, 
1049.00, 
1050.00, 
1051.00, 
1052.00, 
1053.00, 
1054.00, 
1055.00, 
1056.00, 
1057.00, 
1058.00, 
1059.00, 
1060.00, 
1061.00, 
1062.00, 
1063.00, 
1064.00, 
1065.00, 
1066.00, 
1067.00, 
1068.00, 
1069.00, 
1070.00, 
1071.00, 
1072.00, 
1073.00, 
1074.00, 
1075.00, 
1076.00, 
1077.00, 
1078.00, 
1079.00, 
1080.00, 
1081.00, 
1082.00, 
1083.00, 
1084.00, 
1085.00, 
1086.00, 
1087.00, 
1088.00, 
1089.00, 
1090.00, 
1091.00, 
1092.00, 
1093.00, 
1094.00, 
1095.00, 
1096.00, 
1097.00, 
1098.00, 
1099.00, 
1100.00, 
